12:13:37.596208,a
12:13:37.596405,a
12:13:37.596506,a
12:13:37.596606,a
12:13:37.596702,a
12:13:37.596800,a
12:13:37.596904,a
12:13:37.597101,a
12:13:37.597206,a
12:13:37.597306,a
12:13:37.597401,a
12:13:37.597504,a
12:13:37.597600,a
12:13:37.597704,a
12:13:37.597801,a
12:13:37.597901,a
12:13:37.598108,a
12:13:37.598201,a
12:13:37.598300,a
12:13:37.598400,a
12:13:37.598507,a
12:13:37.598608,a
12:13:37.598704,a
12:13:37.598800,a
12:13:37.598900,a
12:13:37.599104,a
12:13:37.599204,a
12:13:37.599301,a
12:13:37.599401,a
12:13:37.599508,a
12:13:37.599600,a
12:13:37.599706,a
12:13:37.599808,a
12:13:37.599900,a
12:13:37.600100,a
12:13:37.600202,a
12:13:37.600303,a
12:13:37.600406,a
12:13:37.600507,a
12:13:37.600604,a
12:13:37.600706,a
12:13:37.600807,a
12:13:37.600907,a
12:13:37.601107,a
12:13:37.601202,a
12:13:37.601301,a
12:13:37.601403,a
12:13:37.601503,a
12:13:37.601603,a
12:13:37.601702,a
12:13:37.601808,a
12:13:37.601903,a
12:13:37.602102,a
12:13:37.602207,a
12:13:37.602305,a
12:13:37.602407,a
12:13:37.602501,a
12:13:37.602603,a
12:13:37.602702,a
12:13:37.602807,a
12:13:37.602904,a
12:13:37.603103,a
12:13:37.603203,a
12:13:37.603305,a
12:13:37.603404,a
12:13:37.603501,a
12:13:37.603601,a
12:13:37.603705,a
12:13:37.603804,a
12:13:37.603907,a
12:13:37.604105,a
12:13:37.604203,a
12:13:37.604304,a
12:13:37.604406,a
12:13:37.604505,a
12:13:37.604602,a
12:13:37.604707,a
12:13:37.604801,a
12:13:37.604906,a
12:13:37.605103,a
12:13:37.605201,a
12:13:37.605304,a
12:13:37.605402,a
12:13:37.605504,a
12:13:37.605604,a
12:13:37.605702,a
12:13:37.605805,a
12:13:37.605900,a
12:13:37.606107,a
12:13:37.606200,a
12:13:37.606300,a
12:13:37.606403,a
12:13:37.606501,a
12:13:37.606604,a
12:13:37.606706,a
12:13:37.606803,a
12:13:37.606907,a
12:13:37.607104,a
12:13:37.607207,a
12:13:37.607306,a
12:13:37.607403,a
12:13:37.607504,a
12:13:37.607601,a
12:13:37.607701,a
12:13:37.607802,a
12:13:37.607906,a
12:13:37.608104,a
12:13:37.608200,a
12:13:37.608300,a
12:13:37.608404,a
12:13:37.608502,a
12:13:37.608606,a
12:13:37.608705,a
12:13:37.608805,a
12:13:37.608901,a
12:13:37.609104,a
12:13:37.609206,a
12:13:37.609307,a
12:13:37.609406,a
12:13:37.609501,a
12:13:37.609604,a
12:13:37.609702,a
12:13:37.609804,a
12:13:37.609905,a
12:13:37.610106,a
12:13:37.610208,a
12:13:37.610300,a
12:13:37.610403,a
12:13:37.610501,a
12:13:37.610602,a
12:13:37.610700,a
12:13:37.610806,a
12:13:37.610905,a
12:13:37.611103,a
12:13:37.611208,a
12:13:37.611303,a
12:13:37.611401,a
12:13:37.611500,a
12:13:37.611607,a
12:13:37.611707,a
12:13:37.611808,a
12:13:37.611907,a
12:13:37.612107,a
12:13:37.612207,a
12:13:37.612302,a
12:13:37.612400,a
12:13:37.612502,a
12:13:37.612603,a
12:13:37.612708,a
12:13:37.612802,a
12:13:37.612907,a
12:13:37.613107,a
12:13:37.613208,a
12:13:37.613308,a
12:13:37.613408,a
12:13:37.613501,a
12:13:37.613607,a
12:13:37.613702,a
12:13:37.613801,a
12:13:37.613906,a
12:13:37.614102,a
12:13:37.614200,a
12:13:37.614308,a
12:13:37.614405,a
12:13:37.614504,a
12:13:37.614605,a
12:13:37.614704,a
12:13:37.614806,a
12:13:37.614906,a
12:13:37.615105,a
12:13:37.615206,a
12:13:37.615305,a
12:13:37.615408,a
12:13:37.615504,a
12:13:37.615604,a
12:13:37.615706,a
12:13:37.615803,a
12:13:37.615902,a
12:13:37.616102,a
12:13:37.616208,a
12:13:37.616300,a
12:13:37.616406,a
12:13:37.616505,a
12:13:37.616604,a
12:13:37.616704,a
12:13:37.616802,a
12:13:37.616902,a
12:13:37.617106,a
12:13:37.617202,a
12:13:37.617300,a
12:13:37.617406,a
12:13:37.617501,a
12:13:37.617602,a
12:13:37.617706,a
12:13:37.617803,a
12:13:37.617905,a
12:13:37.618104,a
12:13:37.618201,a
12:13:37.618304,a
12:13:37.618401,a
12:13:37.618506,a
12:13:37.618605,a
12:13:37.618705,a
12:13:37.618802,a
12:13:37.618902,a
12:13:37.619105,a
12:13:37.619205,a
12:13:37.619309,a
12:13:37.619401,a
12:13:37.619503,a
12:13:37.619603,a
12:13:37.619705,a
12:13:37.619800,a
12:13:37.619906,a
12:13:37.620107,a
12:13:37.620205,a
12:13:37.620303,a
12:13:37.620406,a
12:13:37.620502,a
12:13:37.620600,a
12:13:37.620702,a
12:13:37.620800,a
12:13:37.620906,a
12:13:37.621102,a
12:13:37.621203,a
12:13:37.621301,a
12:13:37.621404,a
12:13:37.621505,a
12:13:37.621601,a
12:13:37.621704,a
12:13:37.621800,a
12:13:37.621902,a
12:13:37.622105,a
12:13:37.622204,a
12:13:37.622302,a
12:13:37.622404,a
12:13:37.622500,a
12:13:37.622601,a
12:13:37.622704,a
